indicator,year,location,ageGroup,ebllDescription,pctEbll,fips,numTested,numEbll,denominator,pctTested,unstable,
"Test year (annual method)","2011","Anoka","<6 years",">5 mcg/dL (current reference level)","0.4","27003","6096","22","26540","23","false"
"Test year (annual method)","2012","Anoka","<3 years",">5 mcg/dL (current reference level)","0.5","27003","5555","27","12653","43.9","false"
"Test year (annual method)","2012","Anoka","3-<6 years",">5 mcg/dL (current reference level)","1.4*","27003","584","8","13501","4.3","true"
"Test year (annual method)","2012","Anoka","<6 years",">5 mcg/dL (current reference level)","0.6","27003","6139","35","26154","23.5","false"
"Test year (annual method)","2013","Anoka","<3 years",">5 mcg/dL (current reference level)","0.4","27003","5642","24","12449","45.3","false"
"Test year (annual method)","2013","Anoka","3-<6 years",">5 mcg/dL (current reference level)","0.6*","27003","545","3","13581","4","true"
"Test year (annual method)","2013","Anoka","<6 years",">5 mcg/dL (current reference level)","0.4","27003","6187","27","26030","23.8","false"
"Test year (annual method)","2014","Anoka","<3 years",">5 mcg/dL (current reference level)","0.3*","27003","5675","16","12632","44.9","true"
"Test year (annual method)","2014","Anoka","3-<6 years",">5 mcg/dL (current reference level)","0.9*","27003","466","4","13356","3.5","true"
"Test year (annual method)","2014","Anoka","<6 years",">5 mcg/dL (current reference level)","0.3","27003","6141","20","25988","23.6","false"
"Test year (annual method)","2015","Anoka","<3 years",">5 mcg/dL (current reference level)","0.2*","27003","5542","13","12757","43.4","true"
"Test year (annual method)","2015","Anoka","3-<6 years",">5 mcg/dL (current reference level)","0.2*","27003","435","1","13238","3.3","true"
"Test year (annual method)","2015","Anoka","<6 years",">5 mcg/dL (current reference level)","0.2*","27003","5977","14","25995","23","true"
"Test year (annual method)","2016","Anoka","<3 years",">5 mcg/dL (current reference level)","0.2*","27003","5932","9","12957","45.8","true"
"Test year (annual method)","2016","Anoka","3-<6 years",">5 mcg/dL (current reference level)","1.2*","27003","483","6","13033","3.7","true"
"Test year (annual method)","2016","Anoka","<6 years",">5 mcg/dL (current reference level)","0.2*","27003","6415","15","25990","24.7","true"
"Test year (annual method)","2017","Anoka","<3 years",">5 mcg/dL (current reference level)","0.3","27003","5957","20","13024","45.7","false"
"Test year (annual method)","2017","Anoka","3-<6 years",">5 mcg/dL (current reference level)","0.5*","27003","546","3","13540","4","true"
"Test year (annual method)","2017","Anoka","<6 years",">5 mcg/dL (current reference level)","0.4","27003","6503","23","26564","24.5","false"
"Test year (annual method)","2011","Becker","<3 years",">5 mcg/dL (current reference level)","0.7*","27005","421","3","1253","33.6","true"
"Test year (annual method)","2011","Becker","3-<6 years",">5 mcg/dL (current reference level)","2.0*","27005","99","2","1363","7.3","true"
"Test year (annual method)","2011","Becker","<6 years",">5 mcg/dL (current reference level)","1.0*","27005","520","5","2616","19.9","true"
"Test year (annual method)","2012","Becker","<3 years",">5 mcg/dL (current reference level)","1.0*","27005","399","4","1238","32.2","true"
"Test year (annual method)","2012","Becker","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27005","154","0","1354","11.4","true"
"Test year (annual method)","2012","Becker","<6 years",">5 mcg/dL (current reference level)","0.7*","27005","553","4","2592","21.3","true"
"Test year (annual method)","2013","Becker","<3 years",">5 mcg/dL (current reference level)","0.6*","27005","474","3","1258","37.7","true"
"Test year (annual method)","2013","Becker","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27005","109","0","1309","8.3","true"
"Test year (annual method)","2013","Becker","<6 years",">5 mcg/dL (current reference level)","0.5*","27005","583","3","2567","22.7","true"
"Test year (annual method)","2014","Becker","<3 years",">5 mcg/dL (current reference level)","0.0*","27005","455","0","1240","36.7","true"
"Test year (annual method)","2014","Becker","3-<6 years",">5 mcg/dL (current reference level)","0.8*","27005","123","1","1300","9.5","true"
"Test year (annual method)","2014","Becker","<6 years",">5 mcg/dL (current reference level)","0.2*","27005","578","1","2540","22.8","true"
"Test year (annual method)","2015","Becker","<3 years",">5 mcg/dL (current reference level)","0.6*","27005","489","3","1225","39.9","true"
"Test year (annual method)","2015","Becker","3-<6 years",">5 mcg/dL (current reference level)","1.1*","27005","91","1","1301","7","true"
"Test year (annual method)","2015","Becker","<6 years",">5 mcg/dL (current reference level)","0.7*","27005","580","4","2526","23","true"
"Test year (annual method)","2016","Becker","<3 years",">5 mcg/dL (current reference level)","0.5*","27005","409","2","1248","32.8","true"
"Test year (annual method)","2016","Becker","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27005","109","0","1393","7.8","true"
"Test year (annual method)","2016","Becker","<6 years",">5 mcg/dL (current reference level)","0.4*","27005","518","2","2641","19.6","true"
"Test year (annual method)","2017","Becker","<3 years",">5 mcg/dL (current reference level)","0.4*","27005","446","2","1265","35.3","true"
"Test year (annual method)","2017","Becker","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27005","119","0","1368","8.7","true"
"Test year (annual method)","2017","Becker","<6 years",">5 mcg/dL (current reference level)","0.4*","27005","565","2","2633","21.5","true"
"Test year (annual method)","2011","Beltrami","<3 years",">5 mcg/dL (current reference level)","0.0*","27007","466","0","2079","22.4","true"
"Test year (annual method)","2011","Beltrami","3-<6 years",">5 mcg/dL (current reference level)","0.5*","27007","188","1","2002","9.4","true"
"Test year (annual method)","2011","Beltrami","<6 years",">5 mcg/dL (current reference level)","0.2*","27007","654","1","4081","16","true"
"Test year (annual method)","2012","Beltrami","<3 years",">5 mcg/dL (current reference level)","0.5*","27007","442","2","2075","21.3","true"
"Test year (annual method)","2012","Beltrami","3-<6 years",">5 mcg/dL (current reference level)","1.3*","27007","153","2","2108","7.3","true"
"Test year (annual method)","2012","Beltrami","<6 years",">5 mcg/dL (current reference level)","0.7*","27007","595","4","4183","14.2","true"
"Test year (annual method)","2013","Beltrami","<3 years",">5 mcg/dL (current reference level)","0.2*","27007","450","1","2136","21.1","true"
"Test year (annual method)","2013","Beltrami","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27007","188","0","2077","9.1","true"
"Test year (annual method)","2013","Beltrami","<6 years",">5 mcg/dL (current reference level)","0.2*","27007","638","1","4213","15.1","true"
"Test year (annual method)","2014","Beltrami","<3 years",">5 mcg/dL (current reference level)","0.2*","27007","507","1","2094","24.2","true"
"Test year (annual method)","2014","Beltrami","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27007","173","0","2072","8.3","true"
"Test year (annual method)","2014","Beltrami","<6 years",">5 mcg/dL (current reference level)","0.1*","27007","680","1","4166","16.3","true"
"Test year (annual method)","2015","Beltrami","<3 years",">5 mcg/dL (current reference level)","0.2*","27007","497","1","2052","24.2","true"
"Test year (annual method)","2015","Beltrami","3-<6 years",">5 mcg/dL (current reference level)","1.4*","27007","144","2","2072","6.9","true"
"Test year (annual method)","2015","Beltrami","<6 years",">5 mcg/dL (current reference level)","0.5*","27007","641","3","4124","15.5","true"
"Test year (annual method)","2016","Beltrami","<3 years",">5 mcg/dL (current reference level)","0.2*","27007","605","1","1978","30.6","true"
"Test year (annual method)","2016","Beltrami","3-<6 years",">5 mcg/dL (current reference level)","0.6*","27007","178","1","2162","8.2","true"
"Test year (annual method)","2016","Beltrami","<6 years",">5 mcg/dL (current reference level)","0.3*","27007","783","2","4140","18.9","true"
"Test year (annual method)","2017","Beltrami","<3 years",">5 mcg/dL (current reference level)","0.0*","27007","548","0","1962","27.9","true"
"Test year (annual method)","2017","Beltrami","3-<6 years",">5 mcg/dL (current reference level)","0.6*","27007","159","1","2179","7.3","true"
"Test year (annual method)","2017","Beltrami","<6 years",">5 mcg/dL (current reference level)","0.1*","27007","707","1","4141","17.1","true"
"Test year (annual method)","2011","Benton","<3 years",">5 mcg/dL (current reference level)","0.1*","27009","881","1","1672","52.7","true"
"Test year (annual method)","2011","Benton","3-<6 years",">5 mcg/dL (current reference level)","1.7*","27009","60","1","1713","3.5","true"
"Test year (annual method)","2011","Benton","<6 years",">5 mcg/dL (current reference level)","0.2*","27009","941","2","3385","27.8","true"
"Test year (annual method)","2012","Benton","<3 years",">5 mcg/dL (current reference level)","0.2*","27009","888","2","1636","54.3","true"
"Test year (annual method)","2012","Benton","3-<6 years",">5 mcg/dL (current reference level)","1.3*","27009","75","1","1688","4.4","true"
"Test year (annual method)","2012","Benton","<6 years",">5 mcg/dL (current reference level)","0.3*","27009","963","3","3324","29","true"
"Test year (annual method)","2013","Benton","<3 years",">5 mcg/dL (current reference level)","0.0*","27009","909","0","1619","56.1","true"
"Test year (annual method)","2013","Benton","3-<6 years",">5 mcg/dL (current reference level)","3.9*","27009","51","2","1657","3.1","true"
"Test year (annual method)","2013","Benton","<6 years",">5 mcg/dL (current reference level)","0.2*","27009","960","2","3276","29.3","true"
"Test year (annual method)","2014","Benton","<3 years",">5 mcg/dL (current reference level)","0.0*","27009","924","0","1598","57.8","true"
"Test year (annual method)","2014","Benton","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27009","38","0","1613","2.4","true"
"Test year (annual method)","2014","Benton","<6 years",">5 mcg/dL (current reference level)","0.0*","27009","962","0","3211","30","true"
"Test year (annual method)","2015","Benton","<3 years",">5 mcg/dL (current reference level)","0.2*","27009","894","2","1580","56.6","true"
"Test year (annual method)","2015","Benton","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27009","33","0","1601","2.1","true"
"Test year (annual method)","2015","Benton","<6 years",">5 mcg/dL (current reference level)","0.2*","27009","927","2","3181","29.1","true"
"Test year (annual method)","2016","Benton","<3 years",">5 mcg/dL (current reference level)","0.1*","27009","954","1","1746","54.6","true"
"Test year (annual method)","2016","Benton","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27009","37","0","1654","2.2","true"
"Test year (annual method)","2016","Benton","<6 years",">5 mcg/dL (current reference level)","0.1*","27009","991","1","3400","29.1","true"
"Test year (annual method)","2017","Benton","<3 years",">5 mcg/dL (current reference level)","0.2*","27009","904","2","1800","50.2","true"
"Test year (annual method)","2017","Benton","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27009","41","0","1702","2.4","true"
"Test year (annual method)","2017","Benton","<6 years",">5 mcg/dL (current reference level)","0.2*","27009","945","2","3502","27","true"
"Test year (annual method)","2011","Big Stone","<3 years",">5 mcg/dL (current reference level)","0.0*","27011","59","0","175","33.7","true"
"Test year (annual method)","2011","Big Stone","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27011","20","0","179","11.2","true"
"Test year (annual method)","2011","Big Stone","<6 years",">5 mcg/dL (current reference level)","0.0*","27011","79","0","354","22.3","true"
"Test year (annual method)","2012","Big Stone","<3 years",">5 mcg/dL (current reference level)","0.0*","27011","70","0","185","37.8","true"
"Test year (annual method)","2012","Big Stone","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27011","27","0","177","15.3","true"
"Test year (annual method)","2012","Big Stone","<6 years",">5 mcg/dL (current reference level)","0.0*","27011","97","0","362","26.8","true"
"Test year (annual method)","2013","Big Stone","<3 years",">5 mcg/dL (current reference level)","0.0*","27011","59","0","177","33.3","true"
"Test year (annual method)","2013","Big Stone","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27011","20","0","176","11.4","true"
"Test year (annual method)","2013","Big Stone","<6 years",">5 mcg/dL (current reference level)","0.0*","27011","79","0","353","22.4","true"
"Test year (annual method)","2014","Big Stone","<3 years",">5 mcg/dL (current reference level)","0.0*","27011","59","0","184","32.1","true"
"Test year (annual method)","2014","Big Stone","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27011","21","0","179","11.7","true"
"Test year (annual method)","2014","Big Stone","<6 years",">5 mcg/dL (current reference level)","0.0*","27011","80","0","363","22","true"
"Test year (annual method)","2015","Big Stone","<3 years",">5 mcg/dL (current reference level)","0.0*","27011","54","0","172","31.4","true"
"Test year (annual method)","2015","Big Stone","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27011","15","0","185","8.1","true"
"Test year (annual method)","2015","Big Stone","<6 years",">5 mcg/dL (current reference level)","0.0*","27011","69","0","357","19.3","true"
"Test year (annual method)","2016","Big Stone","<3 years",">5 mcg/dL (current reference level)","0.0*","27011","72","0","154","46.8","true"
"Test year (annual method)","2016","Big Stone","3-<6 years",">5 mcg/dL (current reference level)","5.6*","27011","18","1","180","10","true"
"Test year (annual method)","2016","Big Stone","<6 years",">5 mcg/dL (current reference level)","1.1*","27011","90","1","334","26.9","true"
"Test year (annual method)","2017","Big Stone","<3 years",">5 mcg/dL (current reference level)","1.4*","27011","70","1","159","44","true"
"Test year (annual method)","2017","Big Stone","3-<6 years",">5 mcg/dL (current reference level)","6.7*","27011","15","1","176","8.5","true"
"Test year (annual method)","2017","Big Stone","<6 years",">5 mcg/dL (current reference level)","2.4*","27011","85","2","335","25.4","true"
"Test year (annual method)","2011","Blue Earth","<3 years",">5 mcg/dL (current reference level)","1.1*","27013","799","9","2262","35.3","true"
"Test year (annual method)","2011","Blue Earth","3-<6 years",">5 mcg/dL (current reference level)","1.5*","27013","67","1","2295","2.9","true"
"Test year (annual method)","2011","Blue Earth","<6 years",">5 mcg/dL (current reference level)","1.2*","27013","866","10","4557","19","true"
"Test year (annual method)","2012","Blue Earth","<3 years",">5 mcg/dL (current reference level)","0.5*","27013","806","4","2251","35.8","true"
"Test year (annual method)","2012","Blue Earth","3-<6 years",">5 mcg/dL (current reference level)","1.3*","27013","79","1","2345","3.4","true"
"Test year (annual method)","2012","Blue Earth","<6 years",">5 mcg/dL (current reference level)","0.6*","27013","885","5","4596","19.3","true"
"Test year (annual method)","2013","Blue Earth","<3 years",">5 mcg/dL (current reference level)","0.8*","27013","747","6","2195","34","true"
"Test year (annual method)","2013","Blue Earth","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27013","65","0","2310","2.8","true"
"Test year (annual method)","2013","Blue Earth","<6 years",">5 mcg/dL (current reference level)","0.7*","27013","812","6","4505","18","true"
"Test year (annual method)","2014","Blue Earth","<3 years",">5 mcg/dL (current reference level)","1.0*","27013","822","8","2146","38.3","true"
"Test year (annual method)","2014","Blue Earth","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27013","63","0","2261","2.8","true"
"Test year (annual method)","2014","Blue Earth","<6 years",">5 mcg/dL (current reference level)","0.9*","27013","885","8","4407","20.1","true"
"Test year (annual method)","2015","Blue Earth","<3 years",">5 mcg/dL (current reference level)","1.5*","27013","795","12","2119","37.5","true"
"Test year (annual method)","2015","Blue Earth","3-<6 years",">5 mcg/dL (current reference level)","1.9*","27013","52","1","2251","2.3","true"
"Test year (annual method)","2015","Blue Earth","<6 years",">5 mcg/dL (current reference level)","1.5*","27013","847","13","4370","19.4","true"
"Test year (annual method)","2016","Blue Earth","<3 years",">5 mcg/dL (current reference level)","0.8*","27013","842","7","2176","38.7","true"
"Test year (annual method)","2016","Blue Earth","3-<6 years",">5 mcg/dL (current reference level)","3.0*","27013","66","2","2241","2.9","true"
"Test year (annual method)","2016","Blue Earth","<6 years",">5 mcg/dL (current reference level)","1.0*","27013","908","9","4417","20.6","true"
"Test year (annual method)","2017","Blue Earth","<3 years",">5 mcg/dL (current reference level)","0.8*","27013","780","6","2222","35.1","true"
"Test year (annual method)","2017","Blue Earth","3-<6 years",">5 mcg/dL (current reference level)","4.7*","27013","64","3","2255","2.8","true"
"Test year (annual method)","2017","Blue Earth","<6 years",">5 mcg/dL (current reference level)","1.1*","27013","844","9","4477","18.9","true"
"Test year (annual method)","2011","Brown","<3 years",">5 mcg/dL (current reference level)","0.9*","27015","319","3","881","36.2","true"
"Test year (annual method)","2011","Brown","3-<6 years",">5 mcg/dL (current reference level)","1.1*","27015","92","1","928","9.9","true"
"Test year (annual method)","2011","Brown","<6 years",">5 mcg/dL (current reference level)","1.0*","27015","411","4","1809","22.7","true"
"Test year (annual method)","2012","Brown","<3 years",">5 mcg/dL (current reference level)","1.5*","27015","340","5","873","38.9","true"
"Test year (annual method)","2012","Brown","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27015","105","0","909","11.6","true"
"Test year (annual method)","2012","Brown","<6 years",">5 mcg/dL (current reference level)","1.1*","27015","445","5","1782","25","true"
"Test year (annual method)","2013","Brown","<3 years",">5 mcg/dL (current reference level)","1.1*","27015","360","4","827","43.5","true"
"Test year (annual method)","2013","Brown","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27015","60","0","909","6.6","true"
"Test year (annual method)","2013","Brown","<6 years",">5 mcg/dL (current reference level)","1.0*","27015","420","4","1736","24.2","true"
"Test year (annual method)","2014","Brown","<3 years",">5 mcg/dL (current reference level)","0.8*","27015","383","3","856","44.7","true"
"Test year (annual method)","2014","Brown","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27015","28","0","883","3.2","true"
"Test year (annual method)","2014","Brown","<6 years",">5 mcg/dL (current reference level)","0.7*","27015","411","3","1739","23.6","true"
"Test year (annual method)","2015","Brown","<3 years",">5 mcg/dL (current reference level)","1.6*","27015","380","6","842","45.1","true"
"Test year (annual method)","2015","Brown","3-<6 years",">5 mcg/dL (current reference level)","2.1*","27015","47","1","873","5.4","true"
"Test year (annual method)","2015","Brown","<6 years",">5 mcg/dL (current reference level)","1.6*","27015","427","7","1715","24.9","true"
"Test year (annual method)","2016","Brown","<3 years",">5 mcg/dL (current reference level)","1.8*","27015","389","7","838","46.4","true"
"Test year (annual method)","2016","Brown","3-<6 years",">5 mcg/dL (current reference level)","7.0*","27015","43","3","900","4.8","true"
"Test year (annual method)","2016","Brown","<6 years",">5 mcg/dL (current reference level)","2.3*","27015","432","10","1738","24.9","true"
"Test year (annual method)","2017","Brown","<3 years",">5 mcg/dL (current reference level)","0.5*","27015","395","2","833","47.4","true"
"Test year (annual method)","2017","Brown","3-<6 years",">5 mcg/dL (current reference level)","6.3*","27015","48","3","895","5.4","true"
"Test year (annual method)","2017","Brown","<6 years",">5 mcg/dL (current reference level)","1.1*","27015","443","5","1728","25.6","true"
"Test year (annual method)","2011","Carlton","<3 years",">5 mcg/dL (current reference level)","0.2*","27017","561","1","1227","45.7","true"
"Test year (annual method)","2011","Carlton","3-<6 years",">5 mcg/dL (current reference level)","0.9*","27017","110","1","1399","7.9","true"
"Test year (annual method)","2011","Carlton","<6 years",">5 mcg/dL (current reference level)","0.3*","27017","671","2","2626","25.6","true"
"Test year (annual method)","2012","Carlton","<3 years",">5 mcg/dL (current reference level)","0.2*","27017","575","1","1211","47.5","true"
"Test year (annual method)","2012","Carlton","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27017","105","0","1325","7.9","true"
"Test year (annual method)","2012","Carlton","<6 years",">5 mcg/dL (current reference level)","0.1*","27017","680","1","2536","26.8","true"
"Test year (annual method)","2013","Carlton","<3 years",">5 mcg/dL (current reference level)","0.0*","27017","532","0","1170","45.5","true"
"Test year (annual method)","2013","Carlton","3-<6 years",">5 mcg/dL (current reference level)","1.1*","27017","95","1","1309","7.3","true"
"Test year (annual method)","2013","Carlton","<6 years",">5 mcg/dL (current reference level)","0.2*","27017","627","1","2479","25.3","true"
"Test year (annual method)","2014","Carlton","<3 years",">5 mcg/dL (current reference level)","0.0*","27017","525","0","1149","45.7","true"
"Test year (annual method)","2014","Carlton","3-<6 years",">5 mcg/dL (current reference level)","1.5*","27017","65","1","1283","5.1","true"
"Test year (annual method)","2014","Carlton","<6 years",">5 mcg/dL (current reference level)","0.2*","27017","590","1","2432","24.3","true"
"Test year (annual method)","2015","Carlton","<3 years",">5 mcg/dL (current reference level)","0.2*","27017","477","1","1130","42.2","true"
"Test year (annual method)","2015","Carlton","3-<6 years",">5 mcg/dL (current reference level)","2.4*","27017","41","1","1275","3.2","true"
"Test year (annual method)","2015","Carlton","<6 years",">5 mcg/dL (current reference level)","0.4*","27017","518","2","2405","21.5","true"
"Test year (annual method)","2016","Carlton","<3 years",">5 mcg/dL (current reference level)","0.4*","27017","510","2","1102","46.3","true"
"Test year (annual method)","2016","Carlton","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27017","52","0","1272","4.1","true"
"Test year (annual method)","2016","Carlton","<6 years",">5 mcg/dL (current reference level)","0.4*","27017","562","2","2374","23.7","true"
"Test year (annual method)","2017","Carlton","<3 years",">5 mcg/dL (current reference level)","0.2*","27017","497","1","1105","45","true"
"Test year (annual method)","2017","Carlton","3-<6 years",">5 mcg/dL (current reference level)","3.6*","27017","56","2","1231","4.5","true"
"Test year (annual method)","2017","Carlton","<6 years",">5 mcg/dL (current reference level)","0.5*","27017","553","3","2336","23.7","true"
"Test year (annual method)","2011","Carver","<3 years",">5 mcg/dL (current reference level)","0.2*","27019","1044","2","3678","28.4","true"
"Test year (annual method)","2011","Carver","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27019","106","0","4425","2.4","true"
"Test year (annual method)","2011","Carver","<6 years",">5 mcg/dL (current reference level)","0.2*","27019","1150","2","8103","14.2","true"
"Test year (annual method)","2012","Carver","<3 years",">5 mcg/dL (current reference level)","0.1*","27019","933","1","3598","25.9","true"
"Test year (annual method)","2012","Carver","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27019","84","0","4263","2","true"
"Test year (annual method)","2012","Carver","<6 years",">5 mcg/dL (current reference level)","0.1*","27019","1017","1","7861","12.9","true"
"Test year (annual method)","2013","Carver","<3 years",">5 mcg/dL (current reference level)","0.0*","27019","965","0","3542","27.2","true"
"Test year (annual method)","2013","Carver","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27019","64","0","4187","1.5","true"
"Test year (annual method)","2013","Carver","<6 years",">5 mcg/dL (current reference level)","0.0*","27019","1029","0","7729","13.3","true"
"Test year (annual method)","2014","Carver","<3 years",">5 mcg/dL (current reference level)","0.6*","27019","979","6","3621","27","true"
"Test year (annual method)","2014","Carver","3-<6 years",">5 mcg/dL (current reference level)","0.0*","27019","76","0","4117","1.8","true"
"Test year (annual method)","2014","Carver","<6 years",">5 mcg/dL (current reference level)","0.6*","27019","1055","6","7738","13.6","true"
"Test year (annual method)","2015","Carver","<3 years",">5 mcg/dL (current reference level)","0.5*","27019","1026","5","3699","27.7","true"
"Test year (annual method)","2015","Carver","3-<6 years",">5 mcg/dL (current reference level)","1.5*","27019","68","1","4059","1.7","true"
"Test year (annual method)","2015","Carver","<6 years",">5 mcg/dL (current reference level)","0.5*","27019","1094","6","7758","14.1","true"
"Test year (annual method)","2016","Carver","<3 years",">5 mcg/dL (current reference level)","0.3*","27019","1022","3","3818","26.8","true"
