indicator,year,geography,age,sex,povertyThreshold,count,population,percent,ci,
"poverty","2010-2014","St. Louis","Children (<18 years)","null","100%","7841","38050","20.6","(19.0 - 22.2)"
"poverty","2010-2014","Scott","Children (<18 years)","null","100%","2578","39381","6.5","(5.1 - 7.9)"
"poverty","2010-2014","Sherburne","Children (<18 years)","null","100%","2242","24965","9","(7.2 - 10.8)"
"poverty","2010-2014","Sibley","Children (<18 years)","null","100%","707","3678","19.2","(15.0 - 23.4)"
"poverty","2010-2014","Stearns","Children (<18 years)","null","100%","4322","34358","12.6","(10.9 - 14.3)"
"poverty","2010-2014","Steele","Children (<18 years)","null","100%","1567","9161","17.1","(14.2 - 20.0)"
"poverty","2010-2014","Stevens","Children (<18 years)","null","100%","196","1982","9.9","(5.2 - 14.6)"
"poverty","2010-2014","Swift","Children (<18 years)","null","100%","292","2023","14.4","(9.7 - 19.1)"
"poverty","2010-2014","Todd","Children (<18 years)","null","100%","1501","5897","25.5","(21.5 - 29.5)"
"poverty","2010-2014","Traverse","Children (<18 years)","null","100%","77","732","10.5","(7.0 - 14.0)"
"poverty","2010-2014","Wabasha","Children (<18 years)","null","100%","524","4859","10.8","(7.2 - 14.4)"
"poverty","2010-2014","Wadena","Children (<18 years)","null","100%","789","3280","24.1","(18.8 - 29.4)"
"poverty","2010-2014","Waseca","Children (<18 years)","null","100%","621","4515","13.8","(10.2 - 17.4)"
"poverty","2010-2014","Washington","Children (<18 years)","null","100%","4377","62517","7","(6.0 - 8.0)"
"poverty","2010-2014","Watonwan","Children (<18 years)","null","100%","357","2727","13.1","(6.8 - 19.4)"
"poverty","2010-2014","Wilkin","Children (<18 years)","null","100%","132","1505","8.8","(4.5 - 13.1)"
"poverty","2010-2014","Winona","Children (<18 years)","null","100%","1193","9405","12.7","(9.8 - 15.6)"
"poverty","2010-2014","Wright","Children (<18 years)","null","100%","2711","36928","7.3","(6.2 - 8.4)"
"poverty","2010-2014","Yellow Medicine","Children (<18 years)","null","100%","457","2358","19.4","(14.7 - 24.1)"

Data on children without health insurance are available for both sexes combined from 2006-present only.
Due to a substantial change in methodology the U.S. Census Bureau does not recommend comparing 2005-2007 data to 2008-onward.
When comparing county estimates confidence intervals should be used with caution because the model-based estimates result in correlated percentages.
Health insurance data extracted from:
Small Area Health Insurance Estimates (SAHIE)
U.S. Census Bureau
Web: http://www.census.gov/did/www/sahie/

Household income is calculated using all sources of individual income including all individuals residing together who are related. Median household income means that half of all households have a higher annual income and half are lower than the median income.
When comparing county estimates confidence intervals should be used with caution because the model-based estimates result in correlated percentages.
Source for household income data: 2014 American Community Survey.

Poverty is defined here by comparing a household's annual income to a set of federal poverty thresholds as determined by the U.S. Census Bureau. Both 100% and 185% thresholds are shown. In 2014 for example a two adult two child household below the 100% poverty threshold had an annual income below $24008 (and below the 185% poverty threshold if less than $44415 in annual income). Return to http://health.mn.gov/mndatapoverty to learn more. Source: 2014 American Community Survey.
Poverty data extracted from:
Small Area Income & Poverty Estimates (SAIPE)
U.S. Census Bureau
Web: http://www.census.gov/did/www/saipe/

Source:
Minnesota Public Health Data Access
Minnesota Environmental Public Health Tracking Program
Minnesota Department of Health
P.O. Box 64882
"St. Paul, MN 55164-0882"
Phone: (651) 201-5900 or toll free: 1-800-205-4987
Fax: (651) 201-5926
E-mail: tracking.health@state.mn.us
Web: http://health.mn.gov/mndata 

